Title,Authors,DOI,Date,Paper URL,Abstract,Summary
Neotenic transcriptomic features in the adult turquoise killifish brain,,https://doi.org/10.1101/2025.03.24.645095,,https://www.biorxiv.org/content/10.1101/2025.03.24.645095v1,"AbstractAging is one of the main challenges facing modern society. Understanding the cellular processes that occur in the later stages of life is essential to address age-related diseases. Although aging is a global process that affects the entire body, the brain is one of the most sensitive organs and is affected by numerous degenerative diseases. In this study, we investigate cell types and genes that are particularly sensitive to the aging process. To this end, we performed a time-course single-cell RNAseq experiment series in the brain of the killifish, the vertebrate model with the shortest lifespan, which makes it an excellent model for aging studies. Our analysis reveals that non-glial progenitor cells are among those populations that change the most between young and old animals. Furthermore, we identify specialized stromal clusters that seem to support a primitive hematopoietic program in the brain, which is active only during the embryonic stages in other vertebrate species. Our results show that the expression of embryonic genes in the adult brain appears to be a general feature in killifish, and that several cell populations in the adult killifish brain show a higher level of similarity to the zebrafish embryonic populations than to adult ones. Our study suggests that adult killifish maintain a neotenic gene expression status in the brain that may help in sustaining their characteristic high proliferation and metabolic rates, as well as combat the detrimental effects of this high metabolism on cells, especially at advanced ages.","aging is a global process that affects the entire body. the brain is one of the most sensitive organs and is affected by numerous degenerative diseases. in this study, we investigate cell types and genes that are particularly sensitive to the aging process."
"Reassessing taxonomy and virulence in the Fusobacterium nucleatum group - Rebuttal of Fusobacterium animalis clades ""Fna C1"" and ""Fna C2"", genome announcement for Fusobacterium watanabei and description of Fusobacterium paranimalis sp. nov.",,https://doi.org/10.1101/2025.03.20.644344,,https://www.biorxiv.org/content/10.1101/2025.03.20.644344v1,"AbstractThere is a considerable interest in the association between Fusobacterium animalis and colorectal cancer (CRC). Recently, it was suggested that this association is valid only for a distinct clade of F. animalis (Fna C2) and that F. animalis strains belonging to another clade (Fna C1) are only associated with the oral cavity. It was further suggested that this made Fna C1 a natural comparator when looking for candidate genes associated with the pathogenicity of Fna C2. Based on such comparisons, three candidate operons enriched in CRC were suggested to explain the strong colorectal tumor association of F. animalis.In the present paper we show that major taxonomic errors invalidate the existence of two distinct clades of F. animalis and that Fna C1 is simply a rediscovery and misclassification of Fusobacterium watanabei. We further reassess the phylogenetic structure of the entire Fusobacterium nucleatum group encompassing F. animalis and all known closely related species and confirm the current taxonomy using contemporary phylogenetic principles. We also describe a novel Fusobacterium species more closely related to F. animalis than any other known species, for which we propose the name Fusobacterium paranimalis sp. nov..We further searched for the three proposed candidate virulence operons of F. animalis across the entire F. nucleatum group and show that some or all of these are present in all other species except F. watanabei. We also observe considerable variability of Type 5 secretion systems (T5SS) by subtype and abundance across the F. nucleatum group.Importance It is known that Fusobacterium animalis is able to survive within colorectal tumors. Recently, it was proposed that only one “clade” of Fusobacterium animalis could be found in colorectal tumors, and that another “clade” within the same species was instead only found in the oral cavity, and that differences in gene content could explain the habitat difference. We here show that these “clades” are two separate species by sequencing the type strain of the oral cavity-associated species, which is Fusobacterium watanabei. We also revisit other related species within the “Fusobacterium nucleatum group” to confirm that they are separate species, exemplified by presenting a new species, F. paranimalis sp.nov., which genetically is more related to F. animalis than any other known species including F. watanabei. We look at gene content of the entire group, and conclude that known virulence genes cannot fully explain F. animalis cancer association.",this association is valid only for a distinct clade of F. animalis (Fna C2) and that F. animalis strains belonging to another clade (Fna C1) are only associated with the oral cavity. it was suggested that this made Fna C1 a natural comparator when looking for candidate genes associated with the pathogenicity of Fna C2.
Human Body Single-Cell Atlas of 3D Genome Organization and DNA Methylation,,https://doi.org/10.1101/2025.03.23.644697,,https://www.biorxiv.org/content/10.1101/2025.03.23.644697v1,"AbstractHigher-order chromatin structure and DNA methylation are critical for gene regulation, but how these vary across the human body remains unclear. We performed multi-omic profiling of 3D genome structure and DNA methylation for 86,689 single nuclei across 16 human tissues, identifying 35 major and 206 cell subtypes. We revealed extensive changes in CG and non-CG methylation across almost all cell types and characterized 3D chromatin structure at an unprecedented cellular resolution. Intriguingly, extensive discrepancies exist between cell types delineated by DNA methylation and genome structure, indicating that the role of distinct epigenomic features in maintaining cell identity may vary by lineage. This study expands our understanding of the diversity of DNA methylation and chromatin structure and offers an extensive reference for exploring gene regulation in human health and disease.","multi-omic profiling of 3D genome structure and DNA methylation for 86,689 single nuclei across 16 human tissues. we revealed extensive changes in CG and non-CG methylation across almost all cell types and characterized 3D chromatin structure at an unprecedented cellular resolution."
Functional interrogation of candidate cis-regulatory elements at the LDLR locus,,https://doi.org/10.1101/2025.03.20.644385,,https://www.biorxiv.org/content/10.1101/2025.03.20.644385v1,"ABSTRACTRegulation of LDLR gene expression plays an important role in the development of atherosclerotic diseases including heart attack and stroke. Although LDLR regulation by sterol response elements has been well characterized, the functional significance of other noncoding regions at the LDLR locus remains poorly defined. We developed and applied a high throughput CRISPR screen to test the functional significance of candidate LDLR cis-regulatory elements in their native genomic context. Analysis of our screen results revealed a discrete region in the first intron of LDLR with a significant impact on cellular LDL uptake. We validated the presence of enhancer activity in this region by confirming that its disruption reduced endogenous LDLR expression while its insertion upstream of a minimal promoter augmented reporter gene expression. We then applied a massively parallel reporter assay to fine map enhancer activity in this region to a 129 bp interval that is highly conserved among vertebrates, exhibits biochemical hallmarks of enhancer activity, is enriched for transcription factor binding motifs, and contains a common genetic variant (rs57217136) that has been associated with human LDL cholesterol levels by genome-wide association studies. Overall, these findings demonstrate the power of CRISPR screening to interrogate candidate CREs and support the functional significance of an enhancer in the first intron of LDLR.",ABSTRACTRegulation of LDLR gene expression plays an important role in the development of atherosclerotic diseases including heart attack and stroke. LDLR regulation by sterol response elements has been well characterized but the functional significance of other noncoding regions at the LDLR locus remains poorly defined.
"CellBouncer, A Unified Toolkit for Single-Cell Demultiplexing and Ambient RNA Analysis, Reveals Hominid Mitochondrial Incompatibilities",,https://doi.org/10.1101/2025.03.23.644821,,https://www.biorxiv.org/content/10.1101/2025.03.23.644821v1,"AbstractPooled processing, in which cells from multiple sources are cultured or captured together, is an increasingly popular strategy for droplet-based single cell sequencing studies. This design allows efficient scaling of experiments, isolation of cell-intrinsic differences, and mitigation of batch effects. We present CellBouncer, a computational toolkit for demultiplexing and analyzing single-cell sequencing data from pooled experiments. We demonstrate that CellBouncer can separate and quantify multi-species and multi-individual cell mixtures, identify unknown mitochondrial haplotypes in cells, assign treatments from lipid-conjugated barcodes or CRISPR sgRNAs, and infer pool composition, outperforming existing methods. We also introduce methods to quantify ambient RNA contamination per cell, infer individual donors’ contributions to the ambient RNA pool, and determine a consensus doublet rate harmonized across data types. Applying these tools to tetraploid composite cells, we identify a competitive advantage of human over chimpanzee mitochondria across 10 cell fusion lines and provide evidence for inter-mitochondrial incompatibility and mito-nuclear incompatibility between species.","AbstractPooled processing is an increasingly popular strategy for droplet-based single cell sequencing studies. this design allows efficient scaling of experiments, isolation of cell-intrinsic differences, and mitigation of batch effects. cellBouncer can separate and quantify multi-species and multi-individual cell mixtures."
Gene expression analysis of carbohydrate catabolism in Leucoagaricus gongylophorus LEU18496,,https://doi.org/10.1101/2025.03.21.644473,,https://www.biorxiv.org/content/10.1101/2025.03.21.644473v1,"AbstractTranscriptomic profiles were obtained by RNA-seq of Leucoagaricus gongylophorus growing on two carbon sources (glucose and cellulose) during different growth phases (exponential and stationary) with the aim of analyzing the variations in metabolism depending on the substrate and/or growth state. Principal component analysis (PCA) showed that 99.5% of the variation in gene expression is related to the substrate (PC1), clearly separating the experimental conditions, while the differences between growth phases are reflected in secondary components (PC2). Special attention was paid to the differential expression of CAZymes and FOLymes enzymes, demonstrating that, during the exponential phase of cellulose culture, there is an overexpression of enzymes from the GH6 and GH7 families (cellulases and cellobiosehydrolases), related to the degradation of complex polysaccharides such as cellulose. During the exponential phase of growth on glucose, expression of CAZymes enzymes (𝛽-glucosidase, pectinase and endo-𝛽-1,3-glucanase) was observed, in addition to an overexpression of laccases in this carbon source. Enrichment analysis identified significantly enriched functions related to carbohydrate catabolism and transport, evidence of the metabolic versatility of L. gongylophorus. High expression of the creA repressor factor was found in the presence of glucose, suggesting its regulatory role in the modulation of carbohydrate degradation. In the stationary phase, genes related to the response to oxidative stress and nutrient solubilization were activated under glucose, in contrast to cellulose, where the activation of secondary metabolism pathways was promoted, including the overexpression of trichodiene synthase.","RNA-seq of Leucoagaricus gongylophorus growing on two carbon sources (glucose and cellulose) during different growth phases (exponential and stationary) the variation in gene expression is related to the substrate (PC1), clearly separating the experimental conditions, while the differences between growth phases are reflected in secondary components (PC2)."
Prior epigenetic status predicts future susceptibility to seizures in mice,,https://doi.org/10.1101/2025.03.20.644199,,https://www.biorxiv.org/content/10.1101/2025.03.20.644199v1,"ABSTRACTWide variation of responses to identical stimuli presented to genetically inbred mice suggests the hypothesis that stochastic epigenetic variation during neurodevelopment can mediate such phenotypic differences. However , this hypothesis is largely untested since capturing pre-existing molecular states requires non-destructive, longitudinal recording. Therefore, we tested the potential of Calling Cards (CC) to record transient neuronal enhancer activity during postnatal development, and thereby associate epigenetic variation with a subsequent phenotypic presentation – degree of seizure response to the pro-convulsant pentylenetetrazol. We show that recorded differences in epigenetics at 243 loci predict a severe vs. mild response, and that these are enriched near genes associated with human epilepsy. We also validated pharmacologically a seizure -modifying role for two novel genes, Htr1f and Let7c. This proof-of-principle supports using CC broadly to discover predisposition loci for other neuropsychiatric traits and behaviors. Finally, as, human disease is also influenced by non-inherited factors, similar epigenetic predispositions are possible in humans.","CC can record transient neuronal enhancer activity during postnatal development. this suggests a seizure response to the pro-convulsant pentylenetetrazol. a seizure modifying role for two novel genes, Htr1f and Let7c."
"OpenSpliceAI: An efficient, modular implementation of SpliceAI enabling easy retraining on non-human species",,https://doi.org/10.1101/2025.03.20.644351,,https://www.biorxiv.org/content/10.1101/2025.03.20.644351v1,"AbstractThe SpliceAI deep learning system is currently one of the most accurate methods for identifying splicing signals directly from DNA sequences. However, its utility is limited by its reliance on older software frameworks and human-centric training data. Here we introduce OpenSpliceAI, a trainable, open-source version of SpliceAI implemented in PyTorch to address these challenges. OpenSpliceAI supports both training from scratch and transfer learning, enabling seamless re-training on species-specific datasets and mitigating human-centric biases. Our experiments show that it achieves faster processing speeds and lower memory usage than the original SpliceAI code, allowing large-scale analyses of extensive genomic regions on a single GPU. Additionally, OpenSpliceAI’s flexible architecture makes for easier integration with established machine learning ecosystems, simplifying the development of custom splicing models for different species and applications. We demonstrate that OpenSpliceAI’s output is highly concordant with SpliceAI. In silico mutagenesis (ISM) analyses confirm that both models rely on similar sequence features, and calibration experiments demonstrate similar score probability estimates.",OpenSpliceAI supports both training from scratch and transfer learning. it achieves faster processing speeds and lower memory usage than the original SpliceAI code.
Examining Sleep Signals at the Cradle of Life: Can phylogenomic analysis of the Last Universal Common Ancestor (LUCA) reveal the fundamental role of sleep?,,https://doi.org/10.1101/2025.03.21.644522,,https://www.biorxiv.org/content/10.1101/2025.03.21.644522v1,"AbstractIn common with most physiological activities, sleep is a highly evolutionarily conserved function. Nevertheless, the purpose of sleep remains inadequately investigated. One possible cause of this deficiency is the limitations of the traditional methods used for examining sleep. Up to this time, the mainstay tool used to look at the evolutionary basis of sleep has been phylogenetic analysis. This approach has provided many valuable insights into sleep, yet it has left many questions unanswered. The present study uses a relatively new hybrid technique at the interface of phylogenetics and genomics, known as phylogenomic analysis. This study is the first to use phylogenomic analysis to investigate the basis of sleep by evaluating the presence and conservation of sleep-related genes in the reconstructed genome of the Last Universal Common Ancestor (LUCA). Our gene set enrichment analysis of humans and LUCA indicates that the conserved sleep genes are linked to signaling, metabolism, and circadian rhythm pathways, suggesting that these genes possess primordial roles in essential physiological functions. These findings indicate that the component genes carry out essential physiological tasks that were subsequently repurposed to regulate sleep in more advanced organisms throughout evolution. This study lays the foundation for a systematic phylogenomic exploration of sleep-related genes, connecting molecular evolution with sleep science. By tracing the biological history of sleep to its deep evolutionary origins, our research presents novel insights into sleep’s nature, origin, and evolutionary function, paving the way for further interdisciplinary exploration of the biology of sleep.Download figureOpen in new tab","the mainstay tool used to look at the evolutionary basis of sleep has been phylogenetic analysis. up to this time, the mainstay tool used to look at the evolutionary basis of sleep has been phylogenetic analysis. this approach has provided many valuable insights into sleep, yet it has left many questions unanswered."
Comprehensive profiling of N6-methyladnosine (m6A) readouts reveals novel m6A readers that regulate human embryonic stem cell differentiation,,https://doi.org/10.1101/2025.03.09.640963,,https://www.biorxiv.org/content/10.1101/2025.03.09.640963v2,"AbstractN6-methyladenosine (m6A) methylation has emerged as a prevalent RNA modification that extensively impacts various physiological and pathological processes via various post-transcriptional readout effects in mammals. High-throughput methylome profiling has outlined the landscape of m6A modification sites, but their downstream readouts require comprehensive investigation. To this end, we systematically assessed the effects of m6A on mRNA half-life, translation efficiency, and alternative splicing across five cell lines (A549, HEK293T, HUVEC, JURKAT, and human embryonic stem cells (hESCs)) using actinomycin D-disrupted  temporal transcriptome sequencing, ribosome sequencing, and ultra-high-depth transcriptome sequencing, respectively. Our analysis, coupled with the integration of public and re-profiled m6A methylome data, revealed high cell type specificity in m6A readouts where m6A level alone is insufficient to predict m6A readouts. Machine learning models focused on the RNA binding protein (RBP) binding context of m6A sites demonstrated substantial predictive ability of m6A readouts while prioritizing putative m6A readers from their informative RBP features. Four novel m6A readers (DDX6, FUBP3, FXR2, and L1TD1) were identified and validated through m6A RNA pull-down assays and transcriptome-wide RBP binding site mapping. Notably, FUBP3, FXR2 and L1TD1 were found to regulate hESC differentiation without impairing self-renewal, underscoring their critical roles in stem cell biology. Together, this study bridges the gap in understanding m6A functional readouts and lays the groundwork for future research on m6A-mediated stem cell fate decisions.","AbstractN6-methyladenosine (m6A) methylation has emerged as a prevalent RNA modification that extensively impacts various physiological and pathological processes. the effects of m6A on mRNA half-life, translation efficiency, and alternative splicing across five cell lines."
Protocol Optimization Improves the Performance of Multiplexed RNA Imaging,,https://doi.org/10.1101/2025.03.21.644527,,https://www.biorxiv.org/content/10.1101/2025.03.21.644527v1,"AbstractSpatial transcriptomics has emerged as a powerful tool to define the cellular structure of diverse tissues. One such method is multiplexed error robust fluorescence in situ hybridization (MERFISH). MERFISH identifies RNAs with error tolerant optical barcodes generated through sequential rounds of single-molecule fluorescence in situ hybridization (smFISH). MERFISH performance depends on a variety of protocol choices, yet their effect on performance has yet to be systematically examined. Here we explore a variety of properties to identify optimal choices for probe design, hybridization, buffer storage, and buffer composition. In each case, we introduce protocol modifications that can improve performance, and we show that, collectively, these modified protocols can improve MERFISH quality in both cell culture and tissue samples. As RNA FISH-based methods are used in many different contexts, we anticipate that the optimization experiments we present here may provide empirical design guidance for a broad range of methods.","MERFISH identifies RNAs with error tolerant optical barcodes generated through sequential rounds of single-molecule fluorescence in situ hybridization (smFISH). MERFISH performance depends on a variety of protocol choices, yet their effect on performance has yet to be systematically examined."
"Whole-Genome Sequencing, Annotation and Taxonomic Confirmation of a Multidrug-Resistant Escherichia coli Isolated from the Blood of a Sepsis Patient",,https://doi.org/10.1101/2025.03.21.644136,,https://www.biorxiv.org/content/10.1101/2025.03.21.644136v1,"AbstractSepsis caused by multidrug-resistant (MDR) bacteria, particularly Escherichia coli, represents a significant global health threat due to high morbidity, mortality, and limited treatment options. E. coli, a major causative agent of bloodstream infections, has evolved highly virulent and MDR strains, which contribute to the increasing burden of antimicrobial resistance (AMR), complicating clinical management and reducing the efficacy of conventional antibiotic therapies. This study highlights the negative implications of MDR E. coli sepsis through the genomic and phenotypic characterization of E. coli 266631E isolated from a sepsis patient. Antimicrobial susceptibility testing and minimum inhibitory concentration analysis revealed resistance to multiple antibiotics, including amoxicillin, cefotaxime, ciprofloxacin, gentamicin, and tobramycin. Whole genome sequencing identified a broad array of AMR genes encoding resistance to various antibiotic classes, such as macrolides, fluoroquinolones, aminoglycosides, carbapenems, and cephalosporins. Notably, the CTX-M-15 gene, a key extended-spectrum β-lactamase determinant, was found in both the bacterial chromosome and an IncF-type plasmid, emphasizing the potential for horizontal gene transfer and rapid dissemination of resistance. Confirming the taxonomy of the isolate through querying its 16S rRNA sequence and genome in recognised bacterial taxonomic databases presented a challenge. The isolate showed genetic similarity to E. coli, E. fergusonii, and Shigella species despite their phenotypic differences and variations in their pathogenic traits. However, a simple phenotypic laboratory procedure, based on the biochemical and cultural differences among these bacteria in Coliform ChromoSelect Agar, confirmed the isolate as E. coli. This study highlights the importance of applying phenotypic approaches to support genomic identification of clinically significant bacteria, as this will help guide proper diagnosis and treatment of life-threatening infections like sepsis.",E. coli is a major causative agent of bloodstream infections. it has evolved highly virulent and MDR strains. this contributes to the increasing burden of antimicrobial resistance.
